bucket	category	project	page_uid	page_title	content_uid	ident	dam_uid	source	target	sha256	bytes	exists	proposed_new_category
live	collaborations	wheel-of-power	946	Wheel of Power	1253	rgsmoothgallery	1125	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/thursday_563.jpg	live/collaborations/wheel-of-power/thursday_563.jpg	003440e873b589783eb8f8083e277b96f7a7b390ac8ab37579e7fead1cf4e4af	716066	True	UNMAPPED
live	collaborations	wheel-of-power	946	Wheel of Power	1253	rgsmoothgallery	1124	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/21_juni_2007__26_.jpg	live/collaborations/wheel-of-power/21_juni_2007__26_.jpg	353a714285b50afcedb046d098cdf8c2c2457c34d465078f18aea6644f055145	441255	True	UNMAPPED
live	collaborations	wheel-of-power	946	Wheel of Power	1253	rgsmoothgallery	1123	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/img_1108.jpg	live/collaborations/wheel-of-power/img_1108.jpg	793fc6d727b6f879518a0004010283fae0073b8e8892429b0ec7160a2c7d25e0	708519	True	UNMAPPED
live	collaborations	wheel-of-power	946	Wheel of Power	1253	rgsmoothgallery	1118	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/23_juni__12_.jpg	live/collaborations/wheel-of-power/23_juni__12_.jpg	a95bd1d808af65a966687f0332919cf5c19e17458c4df78a89abe6abd060ab3d	751761	True	UNMAPPED
live	collaborations	wheel-of-power	946	Wheel of Power	1253	rgsmoothgallery	1121	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/zaterdag_performance_278.jpg	live/collaborations/wheel-of-power/zaterdag_performance_278.jpg	526ac57cfd4d3a9583a690a033fc8f2ea95f625dd4ca14ed427f8175cbfda33d	730445	True	UNMAPPED
live	collaborations	wheel-of-power	946	Wheel of Power	1253	rgsmoothgallery	1120	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/zaterdag_performance_222.jpg	live/collaborations/wheel-of-power/zaterdag_performance_222.jpg	673930da67077b38a7dc349e7d7eaf3af9da9830bfccfe7efa7ed94fd6c68c91	511457	True	UNMAPPED
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1336	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/1Eagle.jpg	live/event-organisation/eurokon/1Eagle.jpg	f97ec352edbc605f6545ae8576f52a38fdb81a80bc00cf3ac25bc9b2a0b7ce47	125381	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1345	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/eurokot.jpg	live/event-organisation/eurokon/eurokot.jpg	608fe1033a74dceab0200bad4ce5d09dd83bc5390345a991e0f5c73f1dd63b9c	85020	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1344	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/adler1.jpg	live/event-organisation/eurokon/adler1.jpg	a9c033374055d1817f1ebbe2dabfaec9c4bd6199fedfccd233e6cbe7ba8981ce	58038	True	performance
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1247	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eisen7.jpg	hidden/sculptural-work/xix/eisen7.jpg	3cd0214003fc6520ae358123d1d42eb67e02b606a2bacf7cce750a81540bce82	135657	True	sculptures-or-installations
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1321	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/2Torso.jpg	live/event-organisation/eurokon/2Torso.jpg	954af5fb2d3a0eeb562c778aac8500fe77e915a8b92433f66d33eefbc8f5d7c1	238189	True	performance
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1235	fileadmin/s-maj/images/BilderMaja/1997Xix/sennhof6s_w.jpg	hidden/sculptural-work/xix/sennhof6s_w.jpg	7d651b6de02d1e66d841ddc8a1e3d9f3f52a4cc6c00e7256dd924cc4650a352d	106649	True	sculptures-or-installations
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1343	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/NovoAtelier.jpg	live/event-organisation/eurokon/NovoAtelier.jpg	df64916947892d6a1c3828121f9dbe56752309b07d0f5ae1b0459989df6986ed	205418	True	performance
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1233	fileadmin/s-maj/images/BilderMaja/1997Xix/Sennhof2.jpg	hidden/sculptural-work/xix/Sennhof2.jpg	47dd4a24337f7a206a875bd9955e0f5a320287664b8efdfe3528fe3b003725f2	102747	True	sculptures-or-installations
live	performance	casino-gitano	933	Casino Gitano	1231	rgsmoothgallery	1351	fileadmin/s-maj/images/BilderMaja/2003CasinoGitano/akkordeon.jpg	live/performance/casino-gitano/akkordeon.jpg	24fee3bc27b323a808995fc943d1461c977fa01bf017e9013705c96527a87336	226550	True	performance
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1257	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eurokot8.jpg	hidden/sculptural-work/xix/eurokot8.jpg	b272ad91c8cc93755c35ab8a9ec10e23d48661e16493b1e7c1215b07517a8a4f	196638	True	sculptures-or-installations
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1222	fileadmin/s-maj/images/BilderMaja/1997Xix/zoom8.jpg	hidden/sculptural-work/xix/zoom8.jpg	939a793a376ee11be2ec8cec038c52686e9cfc7705296a1811a3741c9d39305b	134991	True	sculptures-or-installations
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1224	fileadmin/s-maj/images/BilderMaja/1997Xix/zoom7.jpg	hidden/sculptural-work/xix/zoom7.jpg	f788b5a7a7906924fdbe4e281795a21f998555112a1cba552b3397424c5c9bdd	224746	True	sculptures-or-installations
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1220	fileadmin/s-maj/images/BilderMaja/1997Xix/zoom5.jpg	hidden/sculptural-work/xix/zoom5.jpg	9e36663a471868b6eb57c650aa0de6166eebf21a2f89e3d3e7c65fb4e15a31b6	198184	True	sculptures-or-installations
live	performance	casino-gitano	933	Casino Gitano	1231	rgsmoothgallery	1369	fileadmin/s-maj/images/BilderMaja/2003CasinoGitano/pieds.jpg	live/performance/casino-gitano/pieds.jpg	57a502928bdbbe24db4dc874938d0415b2aeba252dfdea23d0a40da858262f28	108805	True	performance
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1230	fileadmin/s-maj/images/BilderMaja/1997Xix/zoom6.jpg	hidden/sculptural-work/xix/zoom6.jpg	f2451a332a2e59fa2a92aa8fd944d18fe0ab1ba82362d35af58855de2e4f0563	219787	True	sculptures-or-installations
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1223	fileadmin/s-maj/images/BilderMaja/1997Xix/zoom10.jpg	hidden/sculptural-work/xix/zoom10.jpg	e8e3b011bcdb8a969d788108fb182dc8d27340736ca14a832f554efe0b9f8949	248063	True	sculptures-or-installations
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1251	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eisen4.jpg	hidden/sculptural-work/xix/eisen4.jpg	8454e129c7fe74c5b3b7ef662d5f4bec6a416078ece1120a45097a9636d1215f	108327	True	sculptures-or-installations
live	performance	casino-gitano	933	Casino Gitano	1231	rgsmoothgallery	1365	fileadmin/s-maj/images/BilderMaja/2003CasinoGitano/robodock.jpg	live/performance/casino-gitano/robodock.jpg	7d5235a536b12fcce21467f4608b4a66b81b5921a824087349addcde9b6341cc	163046	True	performance
live	performance	casino-gitano	933	Casino Gitano	1231	rgsmoothgallery	1367	fileadmin/s-maj/images/BilderMaja/2003CasinoGitano/methierry.jpg	live/performance/casino-gitano/methierry.jpg	8a894c6caa8a80d8d614e436e5a950a592af30c1b1905e2375759f1870e5726a	192278	True	performance
live	sculptural-work	dorfbachschiff	942	Dorfbachschiff	1249	rgsmoothgallery	1375	fileadmin/s-maj/images/BilderMaja/1998Dorfbachschiff/s4.jpg	live/sculptural-work/dorfbachschiff/s4.jpg	531c388517fa01c9d41018a4ce459af033e2c6bc11c3c7efba5116a004506091	111087	True	sculptures-or-installations
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1255	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eurokot4.jpg	hidden/sculptural-work/xix/eurokot4.jpg	221cc3e85507ca61c8284c15a250df2c01d4030789b2edfe91fdca87cc02245e	143531	True	sculptures-or-installations
live	performance	casino-gitano	933	Casino Gitano	1231	rgsmoothgallery	1373	fileadmin/s-maj/images/BilderMaja/2003CasinoGitano/theclan2.jpg	live/performance/casino-gitano/theclan2.jpg	d56240ea5c1f47985c616c05ef73d2dc8f3d8224d51caf74ca5674c0be893ec3	211877	True	performance
live	performance	casino-gitano	933	Casino Gitano	1231	rgsmoothgallery	1347	fileadmin/s-maj/images/BilderMaja/2003CasinoGitano/thierryHolger.jpg	live/performance/casino-gitano/thierryHolger.jpg	e8a15b553c20ff5106db699189283775c88c16b4627c6d7222e9e0d1c49a61e4	109548	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1329	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/nailedliegend.jpg	live/event-organisation/eurokon/nailedliegend.jpg	6eb75ecf03233ab3ddb81576f952ac30d3ac56bb3cc3bc16830f378b01634b7d	283819	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1340	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/nailedtank.jpg	live/event-organisation/eurokon/nailedtank.jpg	79d3ce2e929d10ead91d9c8aae23246c6a45ba82265fd3d52c5441ebe7eb0028	177168	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1295	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/vendetta.jpg	live/event-organisation/eurokot/vendetta.jpg	a3eec8297bd5c1b7facca8d374e9eca5ccda15747c18ac72efde4950b7fc6959	130424	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1255	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eurokot4.jpg	live/event-organisation/eurokot/eurokot4.jpg	221cc3e85507ca61c8284c15a250df2c01d4030789b2edfe91fdca87cc02245e	143531	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1249	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eurokot15.jpg	live/event-organisation/eurokot/eurokot15.jpg	591547be4e06e39969de1e62fd37576a8563f339c86d801f8e66983d7d913c28	236774	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1294	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/konzi2.jpg	live/event-organisation/eurokot/konzi2.jpg	0447d16b9862b9711c72ab6fb736911eaff07b56f50785931790c7b522580b6f	143733	True	performance
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1218	fileadmin/s-maj/images/BilderMaja/1997Xix/sennhofbar2.jpg	hidden/sculptural-work/xix/sennhofbar2.jpg	ba844e8eff6794398434463be82d264843d353903a91e25d0b0cfa4339fcaaf7	435867	True	sculptures-or-installations
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1234	fileadmin/s-maj/images/BilderMaja/1997Xix/sennhofbartotale.jpg	hidden/sculptural-work/xix/sennhofbartotale.jpg	dd082f1c4913e7e30658d07c65750ea0cbdce336ba90f3585bd050135e68a10d	508388	True	sculptures-or-installations
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1256	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eisen2.jpg	hidden/sculptural-work/xix/eisen2.jpg	93b935ea86ed0aa85157e7075b62279f173ad53633ebbc225ac853c00da0b2bf	500204	True	sculptures-or-installations
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1287	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/mutterEigang.jpg	live/event-organisation/eurokot/mutterEigang.jpg	976e4aa5e8eb6cfe4ee8cebb4bef9ab461be4543bc7abc0c71e2c8c4bd123cc1	216544	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1289	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/saeule.jpg	live/event-organisation/eurokot/saeule.jpg	3b2766f780283f75b48acf2db111e7a5e678a58c7b1cb3f57422f2e218eb4b8b	490449	True	performance
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1253	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eisen6.jpg	hidden/sculptural-work/xix/eisen6.jpg	3e41da31c3f79c94663e54c4a21ebb50b10b67a5738fd814ca74735ce4ace416	127294	True	sculptures-or-installations
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1264	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/puppe.jpg	live/event-organisation/eurokot/puppe.jpg	0e7f2c92ea81cf7c880a515fb448889f553e14067fa42d8ffa20bbf393b5f02c	139993	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1262	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/hund.jpg	live/event-organisation/eurokot/hund.jpg	2e9cec219627fce19be7834233801f5b7b19b9165cbab78d946a51c914d4fbbf	112441	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1265	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/box.jpg	live/event-organisation/eurokot/box.jpg	ed025d39599092bd0b199084b0e7f4c0deec5576c529dfb5a57bd9f0843d6675	136537	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1283	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/robot.jpg	live/event-organisation/eurokot/robot.jpg	3bfcc016c3b1cc4aca0bf316f0efea36b1f6259692f555abe749b5c431ff46cb	150012	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1266	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/kiosk.jpg	live/event-organisation/eurokot/kiosk.jpg	3ee7eebe4f163927466b73f8a60cfc8acbf2a18746a1fc8862fbcb230f34015d	188458	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1261	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/ru1.jpg	live/event-organisation/eurokot/ru1.jpg	fc1be73ff229cd14113a62769da93249cd5406a53e57ac66ff362ed010e9f1b1	476086	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1279	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/ru2.jpg	live/event-organisation/eurokot/ru2.jpg	aced57de94289747d17a05d431fd0f710ff2d0249b698fd32bcc8a75e902f1c6	147249	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1260	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/mutterana.jpg	live/event-organisation/eurokot/mutterana.jpg	9b05b105fa59a15716c90bd6080911798eb346d557bee2664c36ba4e96896850	167902	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1278	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/mutterbau.jpg	live/event-organisation/eurokot/mutterbau.jpg	7cd47dd419d120c0cb3a1f52241c9b4dbcc586c13aa8b9f18a8fe5604fa8dc65	165615	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1280	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/Dima.jpg	live/event-organisation/eurokot/Dima.jpg	ca58d2d15906df70f3116a2f630d2bc5436d98370142e403b8528c49037eae34	128657	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1263	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/pastor.jpg	live/event-organisation/eurokot/pastor.jpg	d321f8bedbb69482f8beee80edc41e37041a1b38ece5300e9bcc6363c6f3bf68	192761	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1284	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/lesung.jpg	live/event-organisation/eurokot/lesung.jpg	f620457ce4f25eff1d63e2c5a4b352b6c04a0ff20a1ef34bede7040ed29d287c	149526	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1275	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/mischpult.jpg	live/event-organisation/eurokot/mischpult.jpg	9870a66e5f8bfb6cefce2d33f800aac104184aca7ef9232b3cd4ded888f5cf2f	168475	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1269	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/novo1.jpg	live/event-organisation/eurokot/novo1.jpg	ccc79ee424e527164539d41bfacc97dcf32828aa7da8e193ce72085bf26d1f28	192891	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1272	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/novo2.jpg	live/event-organisation/eurokot/novo2.jpg	93acf02ba57281a606ac20ef874d97c7bc65e127e047bebcd1a70d82a280bc16	65604	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1281	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/novo3.jpg	live/event-organisation/eurokot/novo3.jpg	d09d55f070ac1e64ad3e2d81b4a875aa803b891f254fcf5752304223c6948242	93720	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1270	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/novo4.jpg	live/event-organisation/eurokot/novo4.jpg	92eb4ea759a1aa0dbc9cddfc72b4408e63d950e1727c4878427964cfe68e36a2	87906	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1277	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/dottir.jpg	live/event-organisation/eurokot/dottir.jpg	dd0f3600cc421511da2bf0f4f25809b0c95c17c380262f4ab7446c1622f48c24	132322	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1276	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/disco.jpg	live/event-organisation/eurokot/disco.jpg	f645dfe6601a99c11837dbf8bb815dadc67e338fc69203323a92073f82b0fbca	89775	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1273	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/theEnd.jpg	live/event-organisation/eurokot/theEnd.jpg	51cdc853cc3314eedea28b6000a983d3f87522a96377ae5969d16d7645d4bd63	159064	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1274	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/cleaning.jpg	live/event-organisation/eurokot/cleaning.jpg	054f851a1499c42dfb4d622d2d81696625d9291c1b811a2e8c7c4adf61cfed37	160418	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1282	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/empty.jpg	live/event-organisation/eurokot/empty.jpg	18287c15b7a4a71cdbb005219c460fe537e3002dd5bd54fa3dc2cf31ed63b5c0	76255	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1267	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/escher.jpg	live/event-organisation/eurokot/escher.jpg	f7cbc2545563cefe3e6f10bf99da7fc0e83d733ee946cc38857e6c4ad021d02b	1394371	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1291	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/wemean.jpg	live/event-organisation/eurokot/wemean.jpg	819ca01aad16cf5a6f990e33cb8b10512c135b9329165a93657f2d53912c7e29	163800	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1292	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/boniUbubi.jpg	live/event-organisation/eurokot/boniUbubi.jpg	70c7e7021094619999fc1055de4b5e37be89b65e57b13efcdbd26fc9b243c045	137629	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1254	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eurokot38.jpg	live/event-organisation/eurokot/eurokot38.jpg	6c4d3c690c5e4dc039b8305692c51480f44d45fd47bb49b98cab8ff9d128d58d	187547	True	performance
live	event-organisation	eurokot	936	Eurokot	1237	rgsmoothgallery	1293	fileadmin/s-maj/images/BilderMaja/1995EurokotAllg/geputzt.jpg	live/event-organisation/eurokot/geputzt.jpg	af4df628f490edf3ace3c830365bedb89fdd53b75a298f9b6c92e3eec095f0e6	143249	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1307	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/ptomet1.jpg	live/event-organisation/eurokon/ptomet1.jpg	96240a48f090a4f00836f76f1c90a679d1e9c5c5c5fd9662da69a09ab7a44493	159189	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1313	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/ceramic1.jpg	live/event-organisation/eurokon/ceramic1.jpg	bf9d3bc9c201bae692f958d51359efe1c39d1eb4815056e9f8d9cde64419ec58	1410057	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1302	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/rubberfactory.jpg	live/event-organisation/eurokon/rubberfactory.jpg	a29b24854f7e7bfd1e543e6a2441df3d16de95af47952c292296aac925ce2c4e	158968	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1312	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/GummiPaede.jpg	live/event-organisation/eurokon/GummiPaede.jpg	bafd249cf39b64d020718f8c4347c6df72ba58778738d42222f55b76aa662683	193070	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1310	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/btoMetSowjet.jpg	live/event-organisation/eurokon/btoMetSowjet.jpg	63b3140cdbd0648ed8d2d588a193b8bf04adb320d1ad74ef819c38e78aef8cba	127744	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1297	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/btoMetSpiegel.jpg	live/event-organisation/eurokon/btoMetSpiegel.jpg	af2347bdd025abcd356a59b52e4e27842598188275c7349788badab57670d357	181710	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1304	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/btoMetExpo.jpg	live/event-organisation/eurokon/btoMetExpo.jpg	426286ece478cb5003d69662e083f155663f9e0cee092797863cc7103a0eb2a5	220093	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1305	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/btoMetBody.jpg	live/event-organisation/eurokon/btoMetBody.jpg	766850eb036722abfe5296e9d87a96452b71139567e9f62240202155b218996a	168432	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1300	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/btoMetSchmelze.jpg	live/event-organisation/eurokon/btoMetSchmelze.jpg	4347e2c40851f5a0dc6862c99050633de7345570527edc5ee5af44b6ca471f15	117115	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1299	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/btoMetArbeiterin.jpg	live/event-organisation/eurokon/btoMetArbeiterin.jpg	cc0c5ef8fb5a9e2509fc8e01049cb30a791714133ad7570561bc3af4e5def1d1	165402	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1311	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/ptomet2.jpg	live/event-organisation/eurokon/ptomet2.jpg	1cf3ab8581d68c7ee4629b7383082fc0c60355045ee80eef35c111f0fb014626	1211363	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1306	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/crew1.jpg	live/event-organisation/eurokon/crew1.jpg	d4c9a715cafdc97ff53ea366cab9ea8c3271e8881eb6bb40c4b627aff55f58fa	116028	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1308	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/novo4.jpg	live/event-organisation/eurokon/novo4.jpg	87468c3dc5b4875271282d7918c29c2de212ab1a25c07341966eca4089e94881	168138	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1309	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/novosibirsk1.jpg	live/event-organisation/eurokon/novosibirsk1.jpg	94e8ba67640f4cb0870a27f1dd82f89baa12e02a5ed3de2af80d88d3988e1e28	821509	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1296	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/paintingNovoSibirsk.jpg	live/event-organisation/eurokon/paintingNovoSibirsk.jpg	8c3ebaf5994cb44dcf7ea932b193084e9dd9301010d8bc41b5b7a007db49d5d8	851845	True	performance
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1298	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/NovoExpo.jpg	live/event-organisation/eurokon/NovoExpo.jpg	010e425280853adab7cc03dfd6025f67dc6708e556efac13d3fae9a386391289	180113	True	performance
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1318	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/nagelskizzebe.jpg	hidden/sculptural-work/xix/nagelskizzebe.jpg	a2ae2c948bbea3affd5145f84e692ba82ae79f7f7ae38437510781cd188ba3c3	189452	True	sculptures-or-installations
live	event-organisation	eurokon	935	Eurokon	1236	rgsmoothgallery	1303	fileadmin/s-maj/images/BilderMaja/1996EurokonAllg/novo3.jpg	live/event-organisation/eurokon/novo3.jpg	5246535585b5f9db80849a68fb932443a721b0fbc0de11048f700e81dd29bdde	159399	True	performance
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1342	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/5Torso.jpg	hidden/sculptural-work/xix/5Torso.jpg	d2d27c82fd4518487d47c6bdb1d9bc535c68ed034c451c108392009d1ebf7519	114157	True	sculptures-or-installations
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1326	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/11torso.jpg	hidden/sculptural-work/xix/11torso.jpg	d980e00e0921806483e9eaf927ef434d3ba2648d81edd24212c0ec33d9eba9bf	172761	True	sculptures-or-installations
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1322	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/10Torso.jpg	hidden/sculptural-work/xix/10Torso.jpg	7112afcaaecce388d9bb531d3884097397b4d335d612a39f204e4de00f63145f	129453	True	sculptures-or-installations
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1331	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/7Torso.jpg	hidden/sculptural-work/xix/7Torso.jpg	ad20b70242d57fe5ceb34ef9cf4ca813941b74943220664174495edb9a0ee3b6	141767	True	sculptures-or-installations
hidden	sculptural-work	xix	943	XIX	1250	rgsmoothgallery	1320	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/4torso.jpg	hidden/sculptural-work/xix/4torso.jpg	817834361543e19968334277510ea1f1c803babedfdc753b30c83546f565e75b	210326	True	sculptures-or-installations
