sha256	copies	bytes_each	wasted_bytes	source	locations
b4e9e1619f405b51f154dc32a57cca3a0542c70fadcc97b0ee04305a38fb2985	3	178136	356272	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/nailedtanks3org.jpg	hidden/sculptural-work/xix/nailedtanks3org.jpg | live/sculptural-work/nailed-tanks/nailedtanks3org.jpg | hidden/collaborations/metal-group-xix/nailedtanks3org.jpg
372d86315ec5f61a529c54a1930f5536ebe5371e0f509b4af4994d74b3985737	3	177992	355984	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/nailedview.jpg	hidden/sculptural-work/xix/nailedview.jpg | live/sculptural-work/nailed-tanks/nailedview.jpg | hidden/collaborations/metal-group-xix/nailedview.jpg
1def522a438942cc39e509131f3e1a6ca0f5b7ba16ea42cd76ac2e49315c1148	3	176988	353976	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eurokot6.jpg	hidden/sculptural-work/xix/eurokot6.jpg | live/sculptural-work/iron-channel/eurokot6.jpg | hidden/collaborations/metal-group-xix/eurokot6.jpg
1d2014f9e3af46f26c68652b6d0c04278cc20621b17150de66ed9416f1b40260	3	175359	350718	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/nailedtanks1org.jpg	hidden/sculptural-work/xix/nailedtanks1org.jpg | live/sculptural-work/nailed-tanks/nailedtanks1org.jpg | hidden/collaborations/metal-group-xix/nailedtanks1org.jpg
d980e00e0921806483e9eaf927ef434d3ba2648d81edd24212c0ec33d9eba9bf	3	172761	345522	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/11torso.jpg	hidden/sculptural-work/xix/11torso.jpg | live/sculptural-work/torso/11torso.jpg | hidden/collaborations/metal-group-xix/11torso.jpg
9377cd34834b74c435804128e01fe5ec02c9df5beea3af941198dec1b18243d2	3	168806	337612	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/arbeit.jpg	hidden/sculptural-work/xix/arbeit.jpg | live/sculptural-work/nailed-tanks/arbeit.jpg | hidden/collaborations/metal-group-xix/arbeit.jpg
fe2764ee47d3b044d9b0d44f419d9677e27026b45c808a175d9702891eef632f	3	165654	331308	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/8Torso.jpg	hidden/sculptural-work/xix/8Torso.jpg | live/sculptural-work/torso/8Torso.jpg | hidden/collaborations/metal-group-xix/8Torso.jpg
a96d81a89866567082478e979bc94c2b4ce2baa91a13d6808874e3215c9abb84	3	160679	321358	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eurokot29_var.jpg	hidden/sculptural-work/xix/eurokot29_var.jpg | live/sculptural-work/iron-channel/eurokot29_var.jpg | hidden/collaborations/metal-group-xix/eurokot29_var.jpg
03ac7c0345b57864536e5e142b203a53906a57d4cef5cd615148cc6991352afe	3	147553	295106	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/ruadler.jpg	hidden/sculptural-work/xix/ruadler.jpg | live/sculptural-work/eagle/ruadler.jpg | hidden/collaborations/metal-group-xix/ruadler.jpg
2489d5a796ecf8f2021ba40dd7c082b587d069bc3d083576b9330a354ef17b60	3	143477	286954	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/6Torso.jpg	hidden/sculptural-work/xix/6Torso.jpg | live/sculptural-work/torso/6Torso.jpg | hidden/collaborations/metal-group-xix/6Torso.jpg
ad20b70242d57fe5ceb34ef9cf4ca813941b74943220664174495edb9a0ee3b6	3	141767	283534	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/7Torso.jpg	hidden/sculptural-work/xix/7Torso.jpg | live/sculptural-work/torso/7Torso.jpg | hidden/collaborations/metal-group-xix/7Torso.jpg
341c7a114084100dfb8459f9d595112f49dae0509dae6edbcffbcadfb9e96565	3	138445	276890	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/15torsokran.jpg	hidden/sculptural-work/xix/15torsokran.jpg | live/sculptural-work/torso/15torsokran.jpg | hidden/collaborations/metal-group-xix/15torsokran.jpg
3cd0214003fc6520ae358123d1d42eb67e02b606a2bacf7cce750a81540bce82	3	135657	271314	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eisen7.jpg	hidden/sculptural-work/xix/eisen7.jpg | live/sculptural-work/iron-channel/eisen7.jpg | hidden/collaborations/metal-group-xix/eisen7.jpg
7112afcaaecce388d9bb531d3884097397b4d335d612a39f204e4de00f63145f	3	129453	258906	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/10Torso.jpg	hidden/sculptural-work/xix/10Torso.jpg | live/sculptural-work/torso/10Torso.jpg | hidden/collaborations/metal-group-xix/10Torso.jpg
3e41da31c3f79c94663e54c4a21ebb50b10b67a5738fd814ca74735ce4ace416	3	127294	254588	fileadmin/s-maj/images/BilderMaja/1995EurokotXiX/eisen6.jpg	hidden/sculptural-work/xix/eisen6.jpg | live/sculptural-work/iron-channel/eisen6.jpg | hidden/collaborations/metal-group-xix/eisen6.jpg
ca4f4a442fda8a98696feb8e81a28b4ebce3d00f2f1feba5ad5f77453eef4a1f	3	121449	242898	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/rumaschinenperf.jpg	hidden/sculptural-work/xix/rumaschinenperf.jpg | live/sculptural-work/torso/rumaschinenperf.jpg | hidden/collaborations/metal-group-xix/rumaschinenperf.jpg
d58bb48aee488140a2f47cb2c22f4cd98b87a58711ed64d6cd06185aadf9248c	3	114602	229204	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/NovoEagle.jpg	hidden/sculptural-work/xix/NovoEagle.jpg | live/sculptural-work/eagle/NovoEagle.jpg | hidden/collaborations/metal-group-xix/NovoEagle.jpg
d2d27c82fd4518487d47c6bdb1d9bc535c68ed034c451c108392009d1ebf7519	3	114157	228314	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/5Torso.jpg	hidden/sculptural-work/xix/5Torso.jpg | live/sculptural-work/torso/5Torso.jpg | hidden/collaborations/metal-group-xix/5Torso.jpg
3d31b1a5223eedcbae82c36a229bd29767931354e691c3672ef00e87c2dd8928	3	107231	214462	fileadmin/s-maj/images/BilderMaja/1997Xix/sennhof5sw.jpg	hidden/sculptural-work/xix/sennhof5sw.jpg | live/sculptural-work/17-ton-bar/sennhof5sw.jpg | hidden/collaborations/metal-group-xix/sennhof5sw.jpg
7d651b6de02d1e66d841ddc8a1e3d9f3f52a4cc6c00e7256dd924cc4650a352d	3	106649	213298	fileadmin/s-maj/images/BilderMaja/1997Xix/sennhof6s_w.jpg	hidden/sculptural-work/xix/sennhof6s_w.jpg | live/sculptural-work/17-ton-bar/sennhof6s_w.jpg | hidden/collaborations/metal-group-xix/sennhof6s_w.jpg
47dd4a24337f7a206a875bd9955e0f5a320287664b8efdfe3528fe3b003725f2	3	102747	205494	fileadmin/s-maj/images/BilderMaja/1997Xix/Sennhof2.jpg	hidden/sculptural-work/xix/Sennhof2.jpg | live/sculptural-work/17-ton-bar/Sennhof2.jpg | hidden/collaborations/metal-group-xix/Sennhof2.jpg
ca28372136a62d84ab98e15c92f779b9de1cf3ba791d3e0956c467d2fc6e20fe	3	86346	172692	fileadmin/s-maj/images/BilderMaja/1997Xix/xixbar55.jpg	hidden/sculptural-work/xix/xixbar55.jpg | live/sculptural-work/17-ton-bar/xixbar55.jpg | hidden/collaborations/metal-group-xix/xixbar55.jpg
301fe9c07244d3e9a861849d243e27c28379d9b9a06bb1211b2a7aa5c29b1a57	3	32494	64988	fileadmin/s-maj/images/BilderMaja/2005TheWhale/workState1_100.jpg	live/possibilities/breath-under-water/workState1_100.jpg | hidden/sculptural-work/whale/workState1_100.jpg | hidden/possibilities/breath-under-water/workState1_100.jpg
c8a2daac1734b04ccf4d57c3b987aa26845fb2c347132ec6c8ad8f71858a5f73	2	897680	897680	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/robodock06_0152.jpg	hidden/sculptural-work/the-alchemy-bar/robodock06_0152.jpg | live/possibilities/alchemy-bar/robodock06_0152.jpg
fb83a87bc15d744d92317961c08c6d96a861ea0fc20ed66629bc332884d12ac9	2	851983	851983	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/robodock06_0145.jpg	hidden/sculptural-work/the-alchemy-bar/robodock06_0145.jpg | live/possibilities/alchemy-bar/robodock06_0145.jpg
4b1f79c29ed02ddf0de82cfc26b603e6291b090952f0f072fce0278662c37955	2	838269	838269	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/2.8earthWindow.jpg	hidden/sculptural-work/the-alchemy-bar/2.8earthWindow.jpg | live/possibilities/alchemy-bar/2.8earthWindow.jpg
9835502bf130e1763f931eafdc83b52b2803e634ddf092aa4159849e4a24f2aa	2	791841	791841	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/2.7earthGlas2.jpg	hidden/sculptural-work/the-alchemy-bar/2.7earthGlas2.jpg | live/possibilities/alchemy-bar/2.7earthGlas2.jpg
2a5761221c5edd1d5fb1965a932843ebec169dc6385da5d59e332fdf4bf8cc0f	2	789706	789706	fileadmin/s-maj/images/BilderMaja/2003Sihlpapier/tuttifruttimigi.jpg	live/event-organisation/dada-festwochen/tuttifruttimigi.jpg | hidden/uncategorised/show/tuttifruttimigi_01.jpg
eba575c3ced921cea95d6affdc361f73a69ea9ca0f3818a3e90301d8dfae20db	2	773580	773580	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/robodock06_133.jpg	hidden/sculptural-work/the-alchemy-bar/robodock06_133.jpg | live/possibilities/alchemy-bar/robodock06_133.jpg
32166d2f8b0fd5e0077e341a846bb8b68a32d0fc38fcc44246251b5a5e953ce5	2	760700	760700	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/1.8airSide3.jpg	hidden/sculptural-work/the-alchemy-bar/1.8airSide3.jpg | live/possibilities/alchemy-bar/1.8airSide3.jpg
a95bd1d808af65a966687f0332919cf5c19e17458c4df78a89abe6abd060ab3d	2	751761	751761	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/23_juni__12_.jpg	live/collaborations/wheel-of-power/23_juni__12_.jpg | live/sculptural-work/lizard/23_juni__12_.jpg
52be18f2357e8f6ae2943de46c4380f5c701e323d9be315f2af036400cd93513	2	746927	746927	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/robodock06_0020.jpg	hidden/sculptural-work/the-alchemy-bar/robodock06_0020.jpg | live/possibilities/alchemy-bar/robodock06_0020.jpg
bba3a88e7b3f4f586eb83e20ce4212419ed61369d05a2ff69836fcc3b8c6787f	2	741813	741813	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/alex_bar19.jpg	hidden/sculptural-work/the-alchemy-bar/alex_bar19.jpg | live/possibilities/alchemy-bar/alex_bar19.jpg
526ac57cfd4d3a9583a690a033fc8f2ea95f625dd4ca14ed427f8175cbfda33d	2	730445	730445	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/zaterdag_performance_278.jpg	live/sculptural-work/olympic-machine/zaterdag_performance_278.jpg | live/collaborations/wheel-of-power/zaterdag_performance_278.jpg
19817d0f1c242ce9e8c145dc9c865acb72a471d54682041699979a3b239e6fab	2	715580	715580	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/alex_bar04.jpg	hidden/sculptural-work/the-alchemy-bar/alex_bar04.jpg | live/possibilities/alchemy-bar/alex_bar04.jpg
a96531c9496e9cc8d9c3524077e8f23dcad4d6132ec50b3e95cc9bae9846d5b6	2	712235	712235	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/alex_bar24.jpg	hidden/sculptural-work/the-alchemy-bar/alex_bar24.jpg | live/possibilities/alchemy-bar/alex_bar24.jpg
2620c3a82fe98697fd40d77ea43e41f584ce777c2ccac1ff0ca44ae41074662f	2	711357	711357	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/0.1water_air.jpg	live/possibilities/alchemy-bar/0.1water_air.jpg | hidden/sculptural-work/the-alchemy-bar/0.1water_air.jpg
89571c59a9bb85f68ac380a3af8f67122788456d87676848e2a342efa30bc47d	2	693385	693385	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/zaterdag_performance_291.jpg	live/sculptural-work/olympic-machine/zaterdag_performance_291.jpg | live/collaborations/wheel-of-power/zaterdag_performance_291.jpg
77e2cfc89056fa3985a1071f6bd5a60e544e1300160391ac22c9c78476b9d5c0	2	690168	690168	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/robodock06_0105.jpg	hidden/sculptural-work/the-alchemy-bar/robodock06_0105.jpg | live/possibilities/alchemy-bar/robodock06_0105.jpg
c342682139f1a14ca5995668a6f2be2a97a1293ad9a5dae6ed6271138e7500cc	2	684982	684982	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/alex_bar25.jpg	hidden/sculptural-work/the-alchemy-bar/alex_bar25.jpg | live/possibilities/alchemy-bar/alex_bar25.jpg
86c37eff50f04c98cc4d7bff43162ba5aa108625fa6890aa641a264e9e375bcd	2	676269	676269	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/1.2airCentral.jpg	hidden/sculptural-work/the-alchemy-bar/1.2airCentral.jpg | live/possibilities/alchemy-bar/1.2airCentral.jpg
f59c51499a8defd6c3334478f4ce4a502220bda113f638282b3b258dca4a53af	2	666941	666941	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/1.1airTotale.jpg	live/possibilities/alchemy-bar/1.1airTotale.jpg | hidden/sculptural-work/the-alchemy-bar/1.1airTotale.jpg
cbd8877fff7b110e87de239afe683592ca302120c4f73ac0edb9c6ab44786529	2	657538	657538	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/zaterdag_performance_188.jpg	live/collaborations/wheel-of-power/zaterdag_performance_188.jpg | live/sculptural-work/kiss-machine/zaterdag_performance_188.jpg
52138d42e7eb7f7a4a38f4dd46a67b0e4bde66eb338f31a0d942f811dd83b20d	2	653180	653180	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/thursday_512.jpg	live/collaborations/wheel-of-power/thursday_512.jpg | live/sculptural-work/kiss-machine/thursday_512.jpg
11dd962b335e5fe1f718214ef2f617f4479b02c896009b0f3514c99c46f43287	2	630972	630972	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/robodock06_0029.jpg	hidden/sculptural-work/the-alchemy-bar/robodock06_0029.jpg | live/possibilities/alchemy-bar/robodock06_0029.jpg
8db2e345c8c7445f56eb1a2ab0d65c0682e985afccb443cba0939f412581867e	2	620508	620508	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/alex_bar26.jpg	hidden/sculptural-work/the-alchemy-bar/alex_bar26.jpg | live/possibilities/alchemy-bar/alex_bar26.jpg
279bb23f79c0e86b008137d94ffb50cb19886c6209cdbe4b69926ca5e9163b8e	2	615702	615702	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/31_july__42_.jpg	live/collaborations/wheel-of-power/31_july__42_.jpg | live/sculptural-work/crows/31_july__42_.jpg
95df6aa21248f6ff2e0138dbbaa844a277270a7c6cfaf55320bb8564bdbd68e5	2	605372	605372	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/3.0waterTotale.jpg	hidden/sculptural-work/the-alchemy-bar/3.0waterTotale.jpg | live/possibilities/alchemy-bar/3.0waterTotale.jpg
64da97de9a4c3f2597fa43a130ea5a1d3bd521c7f8b12e20638c03194d38aa05	2	602306	602306	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/alex_bar02.jpg	hidden/sculptural-work/the-alchemy-bar/alex_bar02.jpg | live/possibilities/alchemy-bar/alex_bar02.jpg
295cd3f4e5ec521c99ed8140b7ef0e638ad92368157a5aa06afa08d65a2caee0	2	596124	596124	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/robodock06_0025.jpg	hidden/sculptural-work/the-alchemy-bar/robodock06_0025.jpg | live/possibilities/alchemy-bar/robodock06_0025.jpg
80ba182ea8cd005dc30a24dac2da9d5be16db50d09ff5f519287515e8e709660	2	593433	593433	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/0.2fire_earth.jpg	live/possibilities/alchemy-bar/0.2fire_earth.jpg | hidden/sculptural-work/the-alchemy-bar/0.2fire_earth.jpg
7cba2761a51fbc3b1a60cbda81d80f0e3ce7cb4a15106cebcf84555688380afc	2	590300	590300	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/2.1earthTotale.jpg	hidden/sculptural-work/the-alchemy-bar/2.1earthTotale.jpg | live/possibilities/alchemy-bar/2.1earthTotale.jpg
719bc6e4099fd6aa2cc21f4fccd2d3fe17d20fb3f3b03867f32c127400e95b10	2	582348	582348	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/zaterdag_performance_187.jpg	live/collaborations/wheel-of-power/zaterdag_performance_187.jpg | live/sculptural-work/kiss-machine/zaterdag_performance_187.jpg
b52e1b8b036ff5907bc8d66bd1cec9fefbe669796830516cd3463a749307f43b	2	580075	580075	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/4.5fireEternal3.jpg	hidden/sculptural-work/the-alchemy-bar/4.5fireEternal3.jpg | live/possibilities/alchemy-bar/4.5fireEternal3.jpg
d7047c1da662f1d386e9065036b4b1b16afd411c193afab518092e1b16bf1498	2	578417	578417	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-07.jpg	live/sculptural-work/hinwil/Hinwil-07.jpg | deleted/sculptural-work/sennhof/Hinwil-07.jpg
6fa500d52ad66228dd11b153597534cce112e1c1fc1723cd8ad0efdeb3ca3e93	2	574572	574572	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/1.5airBird3.jpg	hidden/sculptural-work/the-alchemy-bar/1.5airBird3.jpg | live/possibilities/alchemy-bar/1.5airBird3.jpg
2218f8a0067effecfe1a7943560bec757987105ff4338a179f4e818cbe58896b	2	562205	562205	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/3.2waterMachine1.jpg	hidden/sculptural-work/the-alchemy-bar/3.2waterMachine1.jpg | live/possibilities/alchemy-bar/3.2waterMachine1.jpg
3fbda17f3b75af886bfb760b7cf28c90ab14f1c602861cc5652c8887e468efad	2	522624	522624	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/4.2fireEternal1.jpg	hidden/sculptural-work/the-alchemy-bar/4.2fireEternal1.jpg | live/possibilities/alchemy-bar/4.2fireEternal1.jpg
ccd8173d648f58befbf298ac57f7ecb91649418df9cba003f9f6b982ca27c01a	2	522505	522505	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/3.5waterSide1.jpg	hidden/sculptural-work/the-alchemy-bar/3.5waterSide1.jpg | live/possibilities/alchemy-bar/3.5waterSide1.jpg
7a06c3e5c88ce2816e3b7e273d2e8803f3d4d922de5d07a372f94da7cbe139d8	2	508331	508331	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/3torso.jpg	live/event-organisation/eurokon/3torso.jpg | live/sculptural-work/torso/3torso.jpg
046f7def89cfedbe843505a0ea94ed8ab7ef7d17c50ba43f2cd66e120a5ba611	2	500189	500189	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/2.2earthSandwatch1.jpg	hidden/sculptural-work/the-alchemy-bar/2.2earthSandwatch1.jpg | live/possibilities/alchemy-bar/2.2earthSandwatch1.jpg
449fba85c7397485f1a5d950134674e42067c010c58621b63be9d67796ce2835	2	496783	496783	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/3.4waterMachine3.jpg	hidden/sculptural-work/the-alchemy-bar/3.4waterMachine3.jpg | live/possibilities/alchemy-bar/3.4waterMachine3.jpg
6831acb6d2bb7f729f035a7d9ce464bf9687bce37f9d03774ebc2db3e4fc1c0b	2	495997	495997	fileadmin/s-maj/images/BilderMaja/2000Elxt90/ichbarna.jpg	live/performance/elxt-90/ichbarna.jpg | hidden/uncategorised/show/ichbarna_02.jpg
e8c31c24237aa6aeb14f94999683af9009c3eb95f6b02aef68bb2cd85b35e462	2	484339	484339	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/4.1fireTotale.jpg	hidden/sculptural-work/the-alchemy-bar/4.1fireTotale.jpg | live/possibilities/alchemy-bar/4.1fireTotale.jpg
b3e4cc54f2af8b4fb69277a5b36420fefe32aa16e31a7dedfabbd70a1f6b7181	2	466361	466361	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/2.4earthSide1.jpg	hidden/sculptural-work/the-alchemy-bar/2.4earthSide1.jpg | live/possibilities/alchemy-bar/2.4earthSide1.jpg
1f78126265860d03e20208180de2a9abcd137fb383089ec92883d8b85101e95d	2	446232	446232	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/1.91airWindow2.jpg	hidden/sculptural-work/the-alchemy-bar/1.91airWindow2.jpg | live/possibilities/alchemy-bar/1.91airWindow2.jpg
ba844e8eff6794398434463be82d264843d353903a91e25d0b0cfa4339fcaaf7	2	435867	435867	fileadmin/s-maj/images/BilderMaja/1997Xix/sennhofbar2.jpg	hidden/sculptural-work/xix/sennhofbar2.jpg | hidden/collaborations/metal-group-xix/sennhofbar2.jpg
da589b1ec81efe506d4876b2488da30834fc211882a782f3b0b69cfa0fd052bb	2	424891	424891	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-20.jpeg	live/sculptural-work/hinwil/Hinwil-20.jpeg | deleted/sculptural-work/sennhof/Hinwil-20.jpeg
c905c84d3425dfb8709d31dc4fcac9a06125ac265427b37684a7139021ed9c4e	2	410998	410998	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-04.jpg	live/sculptural-work/hinwil/Hinwil-04.jpg | deleted/sculptural-work/sennhof/Hinwil-04.jpg
870ceabafa6ea13fff6111f16974733c51bb9849cd90c9e246a301d8876812c0	2	407399	407399	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-11.jpg	live/sculptural-work/hinwil/Hinwil-11.jpg | deleted/sculptural-work/sennhof/Hinwil-11.jpg
e49759c62bb9a1ae044f3d390d880a8d21cbe753c5956b82cee9136917932809	2	406504	406504	fileadmin/s-maj/images/BilderMaja/2006AlchemyBar/1.3airBird1.jpg	hidden/sculptural-work/the-alchemy-bar/1.3airBird1.jpg | live/possibilities/alchemy-bar/1.3airBird1.jpg
f7d0a1d04872be9b342bdc115ba99ad94910bdb4d752e1bc20a21402138ab268	2	404141	404141	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-06.jpg	live/sculptural-work/hinwil/Hinwil-06.jpg | deleted/sculptural-work/sennhof/Hinwil-06.jpg
0036df15183090aac7323cb2766839807056ef4c1bd559203d78425d027b4ded	2	377535	377535	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-05.jpg	live/sculptural-work/hinwil/Hinwil-05.jpg | deleted/sculptural-work/sennhof/Hinwil-05.jpg
1a1306aaf5e4c3d3f3f4b76dc4593b48a772098339bdaeb8076da24d7785c60a	2	367905	367905	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-14.jpg	live/sculptural-work/hinwil/Hinwil-14.jpg | deleted/sculptural-work/sennhof/Hinwil-14.jpg
87709fff897c68c7f46a1d0f671bb21fa79270fa601fc1d40120625466b995aa	2	365419	365419	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-01.jpeg	live/sculptural-work/hinwil/Hinwil-01.jpeg | deleted/sculptural-work/sennhof/Hinwil-01.jpeg
06f84bb21ca748fc55a756fde59652806d090d1c3586d3a4aa513faf7b8d7561	2	354308	354308	fileadmin/s-mhk/images/halle/Shelter_von_rechts_oben2.jpg	deleted/other-sites/mhk/Shelter_von_rechts_oben2.jpg | deleted/other-sites/mhk/Shelter_von_rechts_oben2.jpg
3449fbc5d5ea41f632f841d6b3b7c292bd479363d0baea90c8faf95fa1cc8107	2	341863	341863	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-15.jpg	live/sculptural-work/hinwil/Hinwil-15.jpg | deleted/sculptural-work/sennhof/Hinwil-15.jpg
8e76a32c45bed5547ec23fcb6e4aa65363a7f6de954d419fbc46cdb6361c5674	2	313207	313207	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-10.jpeg	live/sculptural-work/hinwil/Hinwil-10.jpeg | deleted/sculptural-work/sennhof/Hinwil-10.jpeg
8e455f413c300ccc3ea332c2304967e25a7bc77ce25cb4447ef6ad70c20fa0cd	2	306949	306949	fileadmin/s-maj/images/BilderMaja/2007WheelOfPower/20_june_07__134_.jpg	live/collaborations/wheel-of-power/20_june_07__134_.jpg | live/sculptural-work/crows/20_june_07__134_.jpg
fa16428375ae02aed8d0fa2c0cf23db888e874cbd2a0413553dca16040e35b15	2	296650	296650	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-02.jpg	live/sculptural-work/hinwil/Hinwil-02.jpg | deleted/sculptural-work/sennhof/Hinwil-02.jpg
8d8d1a44e560c08a36faad43fb0bc9351a8afe02554b7a8c5684ea631a2c875d	2	292920	292920	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-03.jpg	live/sculptural-work/hinwil/Hinwil-03.jpg | deleted/sculptural-work/sennhof/Hinwil-03.jpg
c74c17f1ee3056f14f174414dc4687204506cb6191b4f054bd893c7744da7fc9	2	285975	285975	fileadmin/s-maj/images/BilderMaja/2005TheWhale/Front2.jpg	live/possibilities/breath-under-water/Front2.jpg | hidden/possibilities/breath-under-water/Front2.jpg
be5477241dff4ce9545def0957c4c4f4d7f38fe1cf30ce17c32741483e544d49	2	282106	282106	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-18.jpeg	live/sculptural-work/hinwil/Hinwil-18.jpeg | deleted/sculptural-work/sennhof/Hinwil-18.jpeg
a3b0e032a5865a53fdd71b3c5ccb91524cfa3f2c93e9d971bee3bcc311b3ab56	2	281381	281381	fileadmin/s-maj/images/BilderMaja/2005TheWhale/Front1.jpg	live/possibilities/breath-under-water/Front1.jpg | hidden/possibilities/breath-under-water/Front1.jpg
40bb44798f0f3d31681edbac99a5e62256f9cbd7c3810bcceb671f4274f8114c	2	280911	280911	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-19.jpeg	live/sculptural-work/hinwil/Hinwil-19.jpeg | deleted/sculptural-work/sennhof/Hinwil-19.jpeg
cc2265221661ca4d4d85ac78c6bd7392bd8d6d9ffac704ab8a2a36a73b8c21c1	2	268523	268523	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-08.jpeg	live/sculptural-work/hinwil/Hinwil-08.jpeg | deleted/sculptural-work/sennhof/Hinwil-08.jpeg
ed638e3264f5e422f1ce9cfe419ecc547e6fcf6d6b064080ae88e0b22aeb2435	2	266000	266000	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-12.jpeg	live/sculptural-work/hinwil/Hinwil-12.jpeg | deleted/sculptural-work/sennhof/Hinwil-12.jpeg
27ec6fceddba83efe5c399a201e6e05c20edf6390069cd7a3de23c58507eed11	2	261094	261094	fileadmin/s-maj/images/BilderMaja/2023Hinwil/Hinwil-16.jpeg	live/sculptural-work/hinwil/Hinwil-16.jpeg | deleted/sculptural-work/sennhof/Hinwil-16.jpeg
5893649b24006b17b3eb5bfbcf5cf336d62bf8f5e8a133caaa597043fd48d410	2	257097	257097	uploads/pics/tat11.jpg	deleted/other-sites/wtweb-design/tat11.jpg | deleted/other-sites/wtweb-design/tat11_01.jpg
954af5fb2d3a0eeb562c778aac8500fe77e915a8b92433f66d33eefbc8f5d7c1	2	238189	238189	fileadmin/s-maj/images/BilderMaja/1996EurokonXiX/2Torso.jpg	live/event-organisation/eurokon/2Torso.jpg | live/sculptural-work/torso/2Torso.jpg
